approx, slicer, babai
0.800000000000000, 1.00000000000000, 0.995000000000000
0.850000000000000, 1.00000000000000, 0.980000000000000
0.900000000000000, 1.00000000000000, 0.950000000000000
0.950000000000000, 1.00000000000000, 0.905000000000000
1.00000000000000, 1.00000000000000, 0.840000000000000
1.05000000000000, 1.00000000000000, 0.795000000000000
1.10000000000000, 1.00000000000000, 0.740000000000000
1.150000000000000, 1.00000000000000, 0.655000000000000
1.200000000000000, 1.00000000000000, 0.595000000000000
1.25000000000000, 1.00000000000000, 0.520000000000000
1.30000000000000, 1.00000000000000, 0.375000000000000
1.35000000000000, 1.00000000000000, 0.380000000000000
1.400000000000000, 1.00000000000000, 0.295000000000000
1.450000000000000, 1.00000000000000, 0.285000000000000
1.50000000000000, 1.00000000000000, 0.245000000000000
1.55000000000000, 1.00000000000000, 0.200000000000000
1.60000000000000, 0.990000000000000, 0.120000000000000
