approx, slicer, babai
0.800000000000000, 1.00000000000000, 0.995000000000000
0.850000000000000, 1.00000000000000, 0.975000000000000
0.900000000000000, 1.00000000000000, 0.975000000000000
0.950000000000000, 1.00000000000000, 0.930000000000000
1.00000000000000, 1.00000000000000, 0.925000000000000
1.05000000000000, 1.00000000000000, 0.920000000000000
1.10000000000000, 1.00000000000000, 0.860000000000000
1.150000000000000, 1.00000000000000, 0.785000000000000
1.200000000000000, 1.00000000000000, 0.735000000000000
1.25000000000000, 1.00000000000000, 0.660000000000000
1.30000000000000, 1.00000000000000, 0.605000000000000
1.35000000000000, 1.00000000000000, 0.555000000000000
1.400000000000000, 1.00000000000000, 0.490000000000000
1.450000000000000, 1.00000000000000, 0.425000000000000
1.50000000000000, 1.00000000000000, 0.335000000000000
1.55000000000000, 1.00000000000000, 0.365000000000000
1.60000000000000, 1.00000000000000, 0.240000000000000
