approx, slicer, babai
0.800000000000000, 1.00000000000000, 0.995000000000000
0.850000000000000, 1.00000000000000, 0.980000000000000
0.900000000000000, 1.00000000000000, 0.980000000000000
0.950000000000000, 1.00000000000000, 0.945000000000000
1.00000000000000, 1.00000000000000, 0.935000000000000
1.05000000000000, 1.00000000000000, 0.870000000000000
1.10000000000000, 1.00000000000000, 0.865000000000000
1.150000000000000, 1.00000000000000, 0.820000000000000
1.200000000000000, 1.00000000000000, 0.800000000000000
1.25000000000000, 1.00000000000000, 0.675000000000000
1.30000000000000, 1.00000000000000, 0.620000000000000
1.35000000000000, 1.00000000000000, 0.575000000000000
1.400000000000000, 0.995000000000000, 0.495000000000000
1.450000000000000, 0.980000000000000, 0.390000000000000
1.50000000000000, 0.975000000000000, 0.410000000000000
1.55000000000000, 0.985000000000000, 0.310000000000000
1.60000000000000, 0.960000000000000, 0.300000000000000
