approx, slicer, babai
0.800000000000000, 1.00000000000000, 0.955000000000000
0.850000000000000, 1.00000000000000, 0.950000000000000
0.900000000000000, 1.00000000000000, 0.900000000000000
0.950000000000000, 1.00000000000000, 0.865000000000000
1.00000000000000, 1.00000000000000, 0.795000000000000
1.05000000000000, 1.00000000000000, 0.765000000000000
1.10000000000000, 1.00000000000000, 0.650000000000000
1.150000000000000, 1.00000000000000, 0.555000000000000
1.200000000000000, 1.00000000000000, 0.525000000000000
1.25000000000000, 1.00000000000000, 0.450000000000000
1.30000000000000, 1.00000000000000, 0.340000000000000
1.35000000000000, 1.00000000000000, 0.250000000000000
1.400000000000000, 1.00000000000000, 0.185000000000000
1.450000000000000, 1.00000000000000, 0.160000000000000
1.50000000000000, 1.00000000000000, 0.150000000000000
1.55000000000000, 1.00000000000000, 0.0800000000000000
1.60000000000000, 1.00000000000000, 0.0850000000000000
